"Sigla Provincia";"Denominazione Provincia";"Codice ISTAT Comune";"Denominazione Comune";"Gestore Edificio";"Edifici Attivo (SI-NO)";"Codice Edificio";"Codice Istituzione Scolastica";"Codice Plesso Scolastico";"Denominazione Plesso Scolastico";"Via Piazza";"Denominazione Strada";"Civico";"Tipologia Scuola";"Latitudine";"Longitudine";"Spazi Didattici";"Auditorium Aula Magna";"Mensa";"Palestra Piscina";"Spazi Amministrativi";"Proprietario Edificio"
"BL";"Belluno";"025001";"Agordo";"COMUNE";"SI";"0250010706";"BLIC828007";"BLIC828007";"IC - Aureliano Pertile";"Via";"F e L Cappello";"9";"ISTITUTO COMPRENSIVO";;;"1";"0";"1";"0";"1";"Societ� o persone private"
"BL";"Belluno";"025001";"Agordo";"COMUNE";"SI";"0250010707";"BLIC828007";"BLEE828019";"Primaria - Agordo";"Viale";"Sommariva";"15";"PRIMARIA";;;"1";"0";"1";"1";"0";"Comune"
"BL";"Belluno";"025001";"Agordo";"COMUNE";"SI";"0250010708";"BLIC828007";"BLIC828007";"IC - Aureliano Pertile";"Viale";"Sommariva";"31";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"1";"Comune"
"BL";"Belluno";"025001";"Agordo";"COMUNE";"SI";"0250010708";"BLIC828007";"BLMM828018";"Sec. I - Aureliano Pertile";"Viale";"Sommariva";"31";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"1";"Comune"
"BL";"Belluno";"025001";"Agordo";"COMUNE";"SI";"0250010709";"BLIC828007";"BLIC828007";"IC - Aureliano Pertile";"Viale";"Sommariva";"31";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025001";"Agordo";"COMUNE";"SI";"0250010709";"BLIC828007";"BLMM828018";"Sec. I - Aureliano Pertile";"Viale";"Sommariva";"31";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"NO";"0250013979";;;;"Via";"CINQUE MAGGIO";"16";;;;"1";"0";"0";"0";"0";"Stato"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"NO";"0250013981";;;;"Via";"MOLIN DEI COT";"9";;;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"NO";"0250013985";;;;"Viale";"Sommariva";"35";;;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250010710";"BLIS00600E";"BLRI006016";"IPIA - Umberto Follador";"Viale";"Sommariva";"35";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250013986";"BLIS00600E";"BLPS006011";"LS - Umberto Follador";"Via";"Insurrezione";"19";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Societ� o persone private"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250013986";"BLIS00600E";"BLRI006016";"IPIA - Umberto Follador";"Via";"Insurrezione";"19";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Societ� o persone private"
"BL";"Belluno";"025001";"Agordo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250013986";"BLIS00600E";"BLTF006013";"ITI - Umberto Follador";"Via";"Insurrezione";"19";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Societ� o persone private"
"BL";"Belluno";"025002";"Alano di Piave";"COMUNE";"SI";"0250023417";"BLIC81300D";"BLAA81302B";"Infanzia - Albina e Leandro Durighello";"Piazza";"MARTIRI";"3";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025002";"Alano di Piave";"COMUNE";"SI";"0250023417";"BLIC81300D";"BLEE81302L";"Primaria - Edmondo De Amicis";"Piazza";"MARTIRI";"3";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025002";"Alano di Piave";"COMUNE";"SI";"0250023418";"BLIC81300D";"BLMM81302G";"Sec. I - Italo Calvino";"Via";"DON P. CODEMO";"0";"SECONDARIA PRIMO GRADO";;;"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025003";"Alleghe";"COMUNE";"SI";"0250031679";"BLIC82700B";"BLIC82700B";"IC - Alleghe";"Via";"G. CARDUCCI";"6";"ISTITUTO COMPRENSIVO";"46.439002";"11.994721";"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025003";"Alleghe";"COMUNE";"SI";"0250031679";"BLIC82700B";"BLMM82701C";"Sec. I - Dino Buzzati";"Via";"G. CARDUCCI";"6";"SECONDARIA PRIMO GRADO";"46.439002";"11.994721";"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025003";"Alleghe";"COMUNE";"SI";"0250031680";"BLIC82700B";"BLAA82705C";"Infanzia - Giovanni Paolo I";"Via";"G. CARDUCCI";"8";"INFANZIA";"46.439464";"11.993616";"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025003";"Alleghe";"COMUNE";"SI";"0250031681";"BLIC82700B";"BLEE82701D";"Primaria - Domenico Rudatis";"Via";"DELLE SCUOLE";"14";"PRIMARIA";"46.406893";"12.022225";"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025004";"Arsie`";"COMUNE";"SI";"0250043419";"BLIC82000L";"BLEE82003R";"Primaria - Arsi�";"Piazza";"G.MARCONI";"3";"PRIMARIA";"45.984284";"11.757262";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025004";"Arsie`";"COMUNE";"SI";"0250043420";"BLIC82000L";"BLMM82001N";"Sec. I - Leonardo Da Vinci";"Piazza";"G. Marconi";"1";"SECONDARIA PRIMO GRADO";"45.984295";"11.757931";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025004";"Arsie`";"COMUNE";"SI";"0250043421";"BLIC82000L";"BLMM82001N";"Sec. I - Leonardo Da Vinci";"Piazza";"G.MARCONI";"0";"SECONDARIA PRIMO GRADO";"45.984338";"11.758894";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025004";"Arsie`";"COMUNE";"SI";"0250043422";"BLIC82000L";"BLAA82003G";"Infanzia - Fastro";"Via";"Nazionale";"37";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025004";"Arsie`";"COMUNE";"SI";"0250043423";"BLIC82000L";"BLAA82001D";"Infanzia - Rivai";"Via";"ANGOA";"81";"INFANZIA";"45.995354";"11.763150";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025005";"Auronzo di Cadore";"COMUNE";"NO";"0250050887";;;;"Via";"monte piana";"2";;;;"1";"0";"0";"0";"0";"Ente religioso"
"BL";"Belluno";"025005";"Auronzo di Cadore";"COMUNE";"SI";"0250050899";"BLIC810002";"BLIC810002";"IC - Auronzo di Cadore";"Via";"vecellio";"27";"ISTITUTO COMPRENSIVO";"46.501040";"12.471859";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025005";"Auronzo di Cadore";"COMUNE";"SI";"0250050904";"BLIC810002";"BLEE810014";"Primaria - Villapiccola";"Via";"Piave";"22";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025005";"Auronzo di Cadore";"COMUNE";"SI";"0250050905";"BLIC810002";"BLEE810058";"Primaria - Reane";"Piazza";"REGINA PACIS";"8";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025005";"Auronzo di Cadore";"COMUNE";"SI";"0250050906";"BLIC810002";"BLMM810013";"Sec. I - Auronzo di Cadore";"Piazza";"Vigo";"2";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061722";"BLIC830007";"BLAA830014";"Infanzia - Dino Buzzati";"Via";"MEASSA";"snc";"INFANZIA";"46.150584";"12.256921";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061852";"BLIC829003";"BLAA829021";"Infanzia - Mier";"Via";"VIA CONCETTO MARCHESI";"71";"INFANZIA";"46.1383861400";"12.1951583400";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061854";"BLIC829003";"BLAA82901X";"Infanzia - Mussoi";"Via";"FRATELLI CAIROLI";"3";"INFANZIA";"46.144826";"12.201855";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061855";"BLIC831003";"BLAA83101X";"Infanzia - Sopracroda";"Via";"SOPRACRODA";"55";"INFANZIA";"46.160768";"12.200221";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061856";"BLIC831003";"BLAA831021";"Infanzia - Mur di Cadola";"Via";"Mur di Cadola";"10";"INFANZIA";"46.151544";"12.221530";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061856";"BLIC831003";"BLMM831014";"Sec. I - Ippolito Nievo";"Via";"Mur di Cadola";"10";"SECONDARIA PRIMO GRADO";"46.151544";"12.221530";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061856";"BLMM001008";"BLCT701004";"CTP - Belluno";"Via";"Mur di Cadola";"10";"CPIA - CENTRO TERRITORIALE";"46.151544";"12.221530";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061857";"BLIC830007";"BLAA830025";"Infanzia - Visome";"Via";"San Martino";"74";"INFANZIA";"46.112137";"12.204999";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061858";"BLIC830007";"BLEE83002A";"Primaria - Andrea Brustolon";"Via";"CIRVOI";"11";"PRIMARIA";"46.110083";"12.239294";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061859";"BLIC829003";"BLEE829048";"Primaria - Gregorio XVI";"Via";"BOLZANO";"209";"PRIMARIA";"46.160114";"12.189169";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061860";"BLIC830007";"BLEE83004C";"Primaria - Pellegrini Borgo Piave";"Via";"RUGO";"44";"PRIMARIA";"46.134766";"12.220018";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061861";"BLIC830007";"BLEE83005D";"Primaria - Valeriano Castion";"Via";"PIAN DELLE FESTE";"23";"PRIMARIA";"46.124984";"12.230230";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061862";"BLIC831003";"BLEE831037";"Primaria - Romolo Dal Mas";"Viale";"GIOVANNI PAOLO I�";"snc";"PRIMARIA";"46.151390";"12.213135";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061863";"BLIC829003";"BLEE829026";"Primaria - Girolamo Segato";"Via";"AGORDO";"578";"PRIMARIA";"46.141305";"12.172486";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061864";"BLIC831003";"BLEE831015";"Primaria - Rudio";"Via";"FIAMMOI";"11";"PRIMARIA";"46.168601";"12.242910";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061865";"BLIC830007";"BLEE830019";"Primaria - Aristide Gabelli";"Piazzale";"BATTISTI";"4";"PRIMARIA";"46.141849";"12.217439";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061865";"BLIC830007";"BLIC830007";"IC - Belluno 3";"Piazzale";"BATTISTI";"4";"ISTITUTO COMPRENSIVO";"46.141849";"12.217439";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061866";"BLIC829003";"BLEE829037";"Primaria - Michele Cappellari";"Via";"Silva";"144";"PRIMARIA";"46.1228776800";"12.1673805500";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061867";"BLIC831003";"BLEE831026";"Primaria - L. Doglioni";"Via";"Mur di Cadola";"5/a";"PRIMARIA";"46.150216";"12.223024";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061867";"BLIC831003";"BLIC831003";"IC - Belluno 2";"Via";"Mur di Cadola";"5/a";"DIREZIONE DIDATTICA";"46.150216";"12.223024";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061868";"BLIC829003";"BLEE829015";"Primaria - Rino Sorio";"Via";"FRATELLI ROSSELLI";"56";"PRIMARIA";"46.1436341500";"12.1993090600";"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061868";"BLIC829003";"BLIC829003";"IC - Belluno 1";"Via";"FRATELLI ROSSELLI";"56";"ISTITUTO COMPRENSIVO";"46.1436341500";"12.1993090600";"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061870";"BLIC831003";"BLEE831048";"Primaria - Luigi Dal Pont";"Via";"ALPAGO NOVELLO";"21";"PRIMARIA";"46.146099";"12.228282";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061872";"BLIC831003";"BLMM831014";"Sec. I - Ippolito Nievo";"Via";"Mur di Cadola";"12";"SECONDARIA PRIMO GRADO";"46.151524";"12.221615";"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061873";"BLIC830007";"BLMM830018";"Sec. I - Professor V. Zanon";"Via";"SAN CIPRIANO";"32";"SECONDARIA PRIMO GRADO";"46.1254843500";"12.2353120400";"1";"0";"0";"1";"1";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061875";"BLIC831003";"BLEE831026";"Primaria - L. Doglioni";"Via";"Mur di Cadola";"5/B";"PRIMARIA";"46.150358";"12.222315";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061876";"BLIC830007";"BLAA830036";"Infanzia - Via del Piave - Cairoli";"Via";"DEL PIAVE";"6";"INFANZIA";"46.1357644800";"12.2189703300";"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061877";"BLIC831003";"BLMM831014";"Sec. I - Ippolito Nievo";"Via";"Mur di Cadola";"12";"SECONDARIA PRIMO GRADO";"46.152182";"12.221526";"1";"0";"0";"1";"1";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061878";"BLIC831003";"BLEE831037";"Primaria - Romolo Dal Mas";"Viale";"GIOVANNI PAOLO I�";"1";"PRIMARIA";"46.151427";"12.212782";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061879";"BLIC830007";"BLEE830019";"Primaria - Aristide Gabelli";"Piazzale";"BATTISTI";"4";"PRIMARIA";"46.141817";"12.213324";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250061880";"BLIC831003";"BLEE831048";"Primaria - Luigi Dal Pont";"Via";"ALPAGO NOVELLO";"1";"PRIMARIA";"46.146383";"12.228208";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250063966";"BLIC829003";"BLMM829014";"Sec. I - S. Ricci";"Via";"CAVOUR";"6";"SECONDARIA PRIMO GRADO";"46.140604";"12.210006";"1";"1";"0";"1";"1";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250063992";"BLIC830007";"BLEE830019";"Primaria - Aristide Gabelli";"Via";"FLAVIO OSTILIO";"snc";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"COMUNE";"SI";"0250063993";"BLIC829003";"BLEE829015";"Primaria - Rino Sorio";"Via";"Fratelli Rosselli [PALESTRA]";"56";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"NO";"0250063962";;;;"Via";"FELTRE";"109";;;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250061871";"BLIS00700A";"BLPC00701N";"LC - Tiziano";"Via";"CAVOUR";"2";"SECONDARIA SECONDO GRADO";"46.1408508500";"12.2107507400";"1";"1";"0";"1";"1";"Comune"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063961";"BLIS00700A";"BLIS00700A";"IIS - Galileo Galilei";"Via";"GREGORIO XVI";"33";"SECONDARIA SECONDO GRADO";"46.143222";"12.204742";"1";"0";"0";"0";"1";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063961";"BLIS00700A";"BLPS00701R";"LS - Galileo Galilei";"Via";"GREGORIO XVI";"33";"SECONDARIA SECONDO GRADO";"46.143222";"12.204742";"1";"0";"0";"0";"1";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063963";"BLPM01000L";"BLPM01000L";"IM - Giustina Renier";"Via";"CONCETTO MARCHESI";"71";"SECONDARIA SECONDO GRADO";"46.138415";"12.194880";"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063964";"BLIS00700A";"BLPS00701R";"LS - Galileo Galilei";"Via";"GREGORIO XVI";"33";"SECONDARIA SECONDO GRADO";;;"0";"0";"0";"1";"0";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063965";"BLTD020002";"BLTD020002";"ITC - Pier Fortunato Calvi";"Via";"CONCETTO MARCHESI";"73";"SECONDARIA SECONDO GRADO";"46.1381629000";"12.1928295300";"1";"1";"0";"1";"1";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063967";"BLIS011002";"BLRI01101N";"IPIA - Andrea Brustolon";"Via";"SAN LORENZO";"19";"SECONDARIA SECONDO GRADO";"46.1426242200";"12.2062862400";"1";"1";"0";"1";"1";"Comune"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063968";"BLIS01200T";"BLRC01201R";"IPSCT - Tommaso Catullo";"Via";"Garibaldi";"10";"SECONDARIA SECONDO GRADO";"46.1396726100";"12.2127241000";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063968";"BLIS01200T";"BLRC012516";"IPSCT - Tommaso Catullo (serale)";"Via";"Garibaldi";"10";"SECONDARIA SECONDO GRADO";"46.1396726100";"12.2127241000";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063970";"BLIS011002";"BLTF01101E";"ITI  -Girolamo Segato";"Via";"JACOPO TASSO";"11";"SECONDARIA SECONDO GRADO";"46.140843";"12.215215";"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025006";"Belluno";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250063991";"BLIS01200T";"BLRC01201R";"IPSCT - Tommaso Catullo";"Via";"Garibaldi";"10";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025008";"Calalzo di Cadore";"COMUNE";"SI";"0250080945";"BLIC808002";"BLMM808024";"Sec. I - Calalzo di Cadore";"Via";"lagole";"2";"SECONDARIA PRIMO GRADO";"46.444867";"12.387580";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025008";"Calalzo di Cadore";"COMUNE";"SI";"0250080946";"BLIC808002";"BLEE808036";"Primaria - Calalzo di Cadore";"Via";"Giovanni XXIII";"13";"PRIMARIA";"46.446125";"12.382528";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025008";"Calalzo di Cadore";"COMUNE";"SI";"0250080958";"BLIC808002";"BLAA80801V";"Infanzia - Calalzo di Cadore";"Via";"Giovanni XXIII";"16";"INFANZIA";"46.445803";"12.382785";"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025010";"Cencenighe Agordino";"COMUNE";"SI";"0250102438";"BLIC82600G";"BLAA82602D";"Infanzia - Capoluogo";"Via";"XX Settembre";"0";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025010";"Cencenighe Agordino";"COMUNE";"SI";"0250102439";"BLIC82600G";"BLIC82600G";"IC - Cencenighe Agordino";"Via";"A. TISSI";"19";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025010";"Cencenighe Agordino";"COMUNE";"SI";"0250102439";"BLIC82600G";"BLMM82601L";"Sec. I - Cencenighe Agordino";"Via";"A. TISSI";"19";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025011";"Cesiomaggiore";"COMUNE";"SI";"0250111155";"BLIC807006";"BLEE80703A";"Primaria - Romano Ocri";"Via";"scuole";"14";"PRIMARIA";;;"1";"1";"0";"1";"0";"Comune"
"BL";"Belluno";"025011";"Cesiomaggiore";"COMUNE";"SI";"0250111156";"BLIC807006";"BLIC807006";"IC - Dante Alighieri";"Via";"GREI";"7";"ISTITUTO COMPRENSIVO";;;"1";"0";"1";"1";"0";"Comune"
"BL";"Belluno";"025011";"Cesiomaggiore";"COMUNE";"SI";"0250111156";"BLIC807006";"BLMM807017";"Sec. I - Dante Alighieri";"Via";"GREI";"7";"SECONDARIA PRIMO GRADO";;;"1";"0";"1";"1";"0";"Comune"
"BL";"Belluno";"025011";"Cesiomaggiore";"COMUNE";"SI";"0250111157";"BLIC807006";"BLEE807018";"Primaria - Cesio Maggiore";"Via";"GREI";"8";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025011";"Cesiomaggiore";"COMUNE";"SI";"0250111158";"BLIC807006";"BLAA807013";"Infanzia - Pez";"Via";"TASIN";"8";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025012";"Chies d`Alpago";"COMUNE";"SI";"0250122542";"BLIC822008";"BLEE82202B";"Primaria - Don Umberto Trame";"Via";"Tarcogna";"116";"PRIMARIA";;;"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025012";"Chies d`Alpago";"COMUNE";"SI";"0250122542";"BLIC822008";"BLMM822019";"Sec. I - Chies d`Alpago";"Via";"Tarcogna";"116";"SECONDARIA PRIMO GRADO";;;"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025012";"Chies d`Alpago";"COMUNE";"SI";"0250122544";"BLIC822008";"BLAA822015";"Infanzia - Lamosano";"Via";"MAZZINI";"71";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025013";"Cibiana di Cadore";"COMUNE";"NO";"0250131687";;;;"Via";"Masar�";"187";;;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025013";"Cibiana di Cadore";"COMUNE";"SI";"0250131690";"BLIC81800L";"BLEE81801P";"Primaria - Cibiana di Cadore";"Via";"Masari�";"184";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025014";"Colle Santa Lucia";"COMUNE";"SI";"0250141729";"BLIC82700B";"BLIC82700B";"IC - Alleghe";"Via";"Villagrande";"56";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025015";"Comelico Superiore";"COMUNE";"SI";"0250150932";"BLIC82500Q";"BLEE825052";"Primaria - Comelico Superiore";"Via";"DI PIANO";"30";"PRIMARIA";"46.598123";"12.492485";"1";"1";"0";"0";"0";"Comune"
"BL";"Belluno";"025015";"Comelico Superiore";"COMUNE";"SI";"0250150934";"BLIC82500Q";"BLAA82505R";"Infanzia - Comelico Superiore";"Via";"GIOVANNI PAOLO I";"29";"INFANZIA";"46.590617";"12.510252";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025015";"Comelico Superiore";"COMUNE";"SI";"0250150934";"BLIC82500Q";"BLMM82504X";"Sec. I - Papa Luciani";"Via";"GIOVANNI PAOLO I";"29";"SECONDARIA PRIMO GRADO";"46.590617";"12.510252";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"COMUNE";"SI";"0250161731";"BLIC81800L";"BLEE81804T";"Primaria - Cortina d`Ampezzo";"Via";"Del Parco";"9";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"COMUNE";"SI";"0250161731";"BLMM024001";"BLMM024001";"Sec. I - Annessa Istituto d`Arte";"Via";"Del Parco";"9";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250161734";"BLIC81800L";"BLIC81800L";"IC - Cortina d`Ampezzo";"Via";"Del Parco";"13";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250161734";"BLIC81800L";"BLMM81801N";"Sec. I - Renato Zardini";"Via";"Del Parco";"13";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250161734";"BLIS003003";"BLPS00301D";"LS - Cortina d`Ampezzo";"Via";"Del Parco";"13";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250161734";"BLIS003003";"BLTD00302A";"ITC - Cortina d`Ampezzo";"Via";"Del Parco";"13";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163989";"BLIS003003";"BLPS00301D";"LS - Cortina d`Ampezzo";"Via";"B.U. DELLA DIFESA";"116";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163989";"BLIS003003";"BLRH003017";"IPSAR - Cortina d`Ampezzo";"Via";"B.U. DELLA DIFESA";"116";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
