"Sigla Provincia";"Denominazione Provincia";"Codice ISTAT Comune";"Denominazione Comune";"Gestore Edificio";"Edifici Attivo (SI-NO)";"Codice Edificio";"Codice Istituzione Scolastica";"Codice Plesso Scolastico";"Denominazione Plesso Scolastico";"Via Piazza";"Denominazione Strada";"Civico";"Tipologia Scuola";"Latitudine";"Longitudine";"Spazi Didattici";"Auditorium Aula Magna";"Mensa";"Palestra Piscina";"Spazi Amministrativi";"Proprietario Edificio"
"VR";"Verona";"023072";"Sanguinetto";"COMUNE";"SI";"0230722562";"VRIC873005";"VRMM873016";"Sec. I - Alessandro Manzoni";"Via";"G. Sinopoli";"38";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023072";"Sanguinetto";"COMUNE";"SI";"0230722563";"VRIC873005";"VRMM873016";"Sec. I - Alessandro Manzoni";"Via";"G.Sinopoli";"38";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023072";"Sanguinetto";"COMUNE";"SI";"0230722565";"VRIC873005";"VREE873017";"Primaria - Bruno Roghi";"Piazza";"Nascimbeni";"17";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731655";"VRIC84000T";"VRAA84004T";"Infanzia - Gianni Rodari";"Via";"Piave";"58";"INFANZIA";"45.423631";"11.105841";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731657";"VRIC84000T";"VRAA84005V";"Infanzia - C. Gambaro";"Via";"RADISI";"5/D";"INFANZIA";"45.422251";"11.095121";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731658";"VRIC84000T";"VRAA84002Q";"Infanzia - Sant`Antonio";"Via";"MANZONI";"11";"INFANZIA";"45.427777";"11.081814";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731660";"VRIC84000T";"VRAA84003R";"Infanzia - Santa Lucia";"Via";"Vittorio Veneto";"8";"INFANZIA";"45.424409";"11.100343";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731664";"VRIC84000T";"VREE840032";"Primaria - Salvatore Todaro";"Via";"SERENA";"5";"PRIMARIA";"45.412407";"11.085820";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731665";"VRIC84000T";"VREE840021";"Primaria - Salvo D`Acquisto";"Via";"EINAUDI";"57";"PRIMARIA";"45.425173";"11.104830";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731667";"VRIC84000T";"VREE84001X";"Primaria - Emilio Salgari";"Via";"BENTEGODI";"2";"PRIMARIA";"45.423998";"11.092187";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023073";"San Martino Buon Albergo";"COMUNE";"SI";"0230731667";"VRIC84000T";"VRMM84001V";"Sec. I - Berto Barbarani";"Via";"BENTEGODI";"2";"SECONDARIA PRIMO GRADO";"45.423998";"11.092187";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023074";"San Mauro di Saline";"COMUNE";"SI";"0230743123";"VRIC845001";"VRAA845063";"Infanzia - San Mauro di Saline";"Piazza";"DEGLI ALPINI";"4";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023074";"San Mauro di Saline";"COMUNE";"SI";"0230743124";"VRIC845001";"VREE84508A";"Primaria - San Mauro di Saline";"Via";"Dosso Nardari";"20";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023075";"San Pietro di Morubio";"COMUNE";"SI";"0230753176";"VRIC85500G";"VRMM85502N";"Sec. I - San Pietro di Morubio";"Via";"G. Gobetti";"2";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023075";"San Pietro di Morubio";"COMUNE";"SI";"0230753185";"VRIC85500G";"VRMM85502N";"Sec. I - San Pietro di Morubio";"Via";"Martiri di Cefalonia";"10";"SECONDARIA PRIMO GRADO";"45.243079";"11.225979";"0";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023075";"San Pietro di Morubio";"COMUNE";"SI";"0230753186";"VRIC85500G";"VREE85502P";"Primaria - Carlo Alberto Pasti";"Via";"Dante Alighieri";"2";"PRIMARIA";"45.246421";"11.179982";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763090";"VRIC86900D";"VRAA86902B";"Infanzia - Bure";"Via";"Don Calabria";"15";"INFANZIA";"45.525962";"10.872935";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763091";"VRIC86900D";"VREE86903N";"Primaria - Andrea Palladio";"Via";"Alberto Bolla";"6";"PRIMARIA";"45.502996";"10.920436";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763093";"VRIC86900D";"VREE86904P";"Primaria - San Floriano";"Via";"Brigaldara";"2";"PRIMARIA";"45.518349";"10.910972";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763095";"VRIC86900D";"VRAA86901A";"Infanzia - Colombaroli";"Piazza";"XXV APRILE";"n.c.";"INFANZIA";"45.488042";"10.901833";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763096";"VRIC86900D";"VRIC86900D";"IC - San Pietro in Cariano";"Via";"Mara";"3";"ISTITUTO COMPRENSIVO";"45.520041";"10.884841";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763096";"VRIC86900D";"VRMM86901E";"Sec. I - Carlotta Aschieri";"Via";"Mara";"3";"SECONDARIA PRIMO GRADO";"45.520041";"10.884841";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763097";"VRIC86900D";"VREE86902L";"Primaria - Corrubio";"Via";"Cedrare";"55";"PRIMARIA";"45.488316";"10.901248";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"COMUNE";"SI";"0230763893";"VRIC86900D";"VREE86901G";"Primaria - Dante Alighieri";"Via";"Mara";"5";"PRIMARIA";"45.519714";"10.885027";"1";"0";"1";"0";"0";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0230763887";"VRIS01200T";"VRRA01203X";"IPAA - Ettore Stefani";"Via";"O. Speri";"6";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"1";"1";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0230763887";"VRIS01200T";"VRTA01203Q";"ITA - Marcantonio Bentegodi";"Via";"O. Speri";"6";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"1";"1";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0230763887";"VRIS016005";"VRPS01601G";"LS - Primo Levi";"Via";"O. Speri";"6";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"1";"1";"Comune"
"VR";"Verona";"023076";"San Pietro in Cariano";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0230763892";"VRIS016005";"VRIS016005";"IIS - Calabrese-Levi";"Via";"Mara";"6";"SECONDARIA SECONDO GRADO";"45.520616";"10.883937";"1";"1";"0";"1";"1";"Provincia"
"VR";"Verona";"023076";"San Pietro in Cariano";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0230763892";"VRIS016005";"VRTD01601B";"ITC - Lorenzo Calabrese";"Via";"Mara";"6";"SECONDARIA SECONDO GRADO";"45.520616";"10.883937";"1";"1";"0";"1";"1";"Provincia"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773098";"VRIC85000C";"VRAA850019";"Infanzia - Monte";"Via";"San Nicol�";"n.c.";"INFANZIA";;;"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773099";"VRIC85000C";"VRIC85000C";"IC - Dante Alighieri";"Via";"Madonnina";"n.c.";"ISTITUTO COMPRENSIVO";;;"1";"1";"0";"0";"1";"Comune"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773100";"VRIC85000C";"VRIC85000C";"IC - Dante Alighieri";"Via";"Madonnina";"n.c.";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773101";"VRIC85000C";"VREE85004N";"Primaria - Ponton";"Via";"DEGLI ALPINI";"10";"PRIMARIA";;;"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773102";"VRIC85000C";"VREE85003L";"Primaria - Dante Alighieri";"Piazza";"Dante Alighieri";"1";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773103";"VRIC85000C";"VREE85001E";"Primaria - Giovanni Pascoli";"Via";"MARCONI";"13";"PRIMARIA";;;"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023077";"Sant`Ambrogio di Valpolicella";"COMUNE";"SI";"0230773104";"VRIC85000C";"VREE85002G";"Primaria - Tenente Antonio Massa";"Piazza";"Unit� D`ITALIA";"n.c.";"PRIMARIA";;;"1";"1";"0";"1";"0";"Comune"
"VR";"Verona";"023078";"Sant`Anna d`Alfaedo";"COMUNE";"NO";"0230783129";;;;"Piazza";"g.a.dalla bona";"1";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023078";"Sant`Anna d`Alfaedo";"COMUNE";"NO";"0230783130";;;;"Via";"Roma";"6";;;;"1";"1";"0";"0";"0";"Comune"
"VR";"Verona";"023078";"Sant`Anna d`Alfaedo";"COMUNE";"NO";"0230783139";;;;"Via";"C. BATTISTI";"1";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023078";"Sant`Anna d`Alfaedo";"COMUNE";"SI";"0230783136";"VRIC83200V";"VRAA83202R";"Infanzia - Il Bosco Incantato";"Via";"MONSIGNOR RONCARI";"2";"INFANZIA";;;"1";"1";"1";"0";"0";"Comune"
"VR";"Verona";"023078";"Sant`Anna d`Alfaedo";"COMUNE";"SI";"0230783136";"VRIC83200V";"VREE832044";"Primaria - Monsignor Luigi Roncari";"Via";"MONSIGNOR RONCARI";"2";"PRIMARIA";;;"1";"1";"1";"0";"0";"Comune"
"VR";"Verona";"023078";"Sant`Anna d`Alfaedo";"COMUNE";"SI";"0230783140";"VRIC83200V";"VRMM832021";"Sec. I - Gian Attilio Dalla Bona";"Via";"MONSIGNOR RONCARI";"2";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023079";"San Zeno di Montagna";"COMUNE";"SI";"0230792763";"VRIC86300E";"VREE86305R";"Primaria - San Zeno di Montagna";"Via";"Monte Baldo";"47";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023079";"San Zeno di Montagna";"COMUNE";"SI";"0230792764";"VRIC86300E";"VRMM86302L";"Sec. I - San Zeno di Montagna";"Via";"Monte Baldo";"47";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023080";"Selva di Progno";"COMUNE";"SI";"0230803128";"VRIC860003";"VRAA860032";"Infanzia - San Bortolo";"Piazza";"Vittorio Veneto";"37";"INFANZIA";"45.605382";"11.177922";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023080";"Selva di Progno";"COMUNE";"SI";"0230803131";"VRIC860003";"VRMM860036";"Sec. I - Selva di Progno";"Via";"Trento";"1";"SECONDARIA PRIMO GRADO";"45.612997";"11.138421";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023080";"Selva di Progno";"COMUNE";"SI";"0230803132";"VRIC860003";"VREE860059";"Primaria - Carlo Ederle";"Piazza";"Vittorio Veneto";"31";"PRIMARIA";"45.606276";"11.178601";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023080";"Selva di Progno";"COMUNE";"SI";"0230803133";"VRIC860003";"VRAA860021";"Infanzia - Selva di Progno";"Via";"Trento";"29";"INFANZIA";"45.613484";"11.136972";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023081";"Soave";"COMUNE";"SI";"0230811046";"VRIC86100V";"VRIC86100V";"IC - Soave";"Viale";"Della Vittoria";"93";"ISTITUTO COMPRENSIVO";"45.414783";"11.248461";"1";"0";"0";"1";"1";"Comune"
"VR";"Verona";"023081";"Soave";"COMUNE";"SI";"0230811046";"VRIC86100V";"VRMM86101X";"Sec. I - Benedetto Dal Bene";"Viale";"Della Vittoria";"93";"SECONDARIA PRIMO GRADO";"45.414783";"11.248461";"1";"0";"0";"1";"1";"Comune"
"VR";"Verona";"023081";"Soave";"COMUNE";"SI";"0230811046";"VRRH02000X";"VRRH020011";"IPSAR - Angelo Berti";"Viale";"Della Vittoria";"93";"SECONDARIA SECONDO GRADO";"45.414783";"11.248461";"1";"0";"0";"1";"1";"Comune"
"VR";"Verona";"023081";"Soave";"COMUNE";"SI";"0230811048";"VRIC86100V";"VREE861011";"Primaria - Ippolito Nievo";"Viale";"Della Vittoria";"65";"PRIMARIA";"45.4175258";"11.248489";"1";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821404";"VRIC85400Q";"VRMM85401R";"Sec. I - Dante Alighieri";"Via";"Campagnol";"n.c.";"SECONDARIA PRIMO GRADO";;;"1";"0";"1";"0";"1";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821405";"VRIC85400Q";"VRMM85401R";"Sec. I - Dante Alighieri";"Via";"Campagnol";"n.c.";"SECONDARIA PRIMO GRADO";;;"0";"1";"0";"1";"1";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821407";"VRIC85400Q";"VRAA85401L";"Infanzia - Il Girasole";"Piazzale";"della Pace";"n.c.";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821410";"VRIC85400Q";"VREE85402V";"Primaria - San Domenico Savio";"Via";"Roma";"114";"PRIMARIA";;;"1";"0";"1";"0";"0";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821414";"VRIC85400Q";"VREE85403X";"Primaria - Tamburino Sardo";"Via";"Nuova";"n.c.";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821415";"VRIC85400Q";"VRMM85401R";"Sec. I - Dante Alighieri";"Via";"Don L. Bogoni";"n.c.";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821417";"VRIC85400Q";"VRMM85401R";"Sec. I - Dante Alighieri";"Via";"Don L. Bogoni";"n.c.";"SECONDARIA PRIMO GRADO";;;"0";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821418";"VRIC85400Q";"VREE85401T";"Primaria - Don Lorenzo Milani";"Via";"Bassa";"2A";"PRIMARIA";;;"1";"0";"1";"1";"1";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821418";"VRIC85400Q";"VRIC85400Q";"IC - Don Lorenzo Milani";"Via";"Bassa";"2A";"ISTITUTO COMPRENSIVO";;;"1";"0";"1";"1";"1";"Comune"
"VR";"Verona";"023082";"Sommacampagna";"COMUNE";"SI";"0230821419";"VRIC85400Q";"VREE85402V";"Primaria - San Domenico Savio";"Via";"Roma";"114";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832241";"VRIC814009";"VREE81401B";"Primaria - Carlo Collodi";"Via";"Cel�";"17";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832242";"VRIC814009";"VREE81403D";"Primaria - Aleardo Aleardi";"Via";"Giovanni Battista Pergolesi";"13";"PRIMARIA";;;"0";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832250";"VRIC814009";"VRIC814009";"IC - Virgilio";"Via";"Giovanni Battista Pergolesi";"13";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832250";"VRIC814009";"VRMM81401A";"Sec. I - Virgilio";"Via";"Giovanni Battista Pergolesi";"13";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832252";"VRIC814009";"VREE81402C";"Primaria - San Giovanni Bosco";"Via";"Castello";"snc";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832253";"VRIC814009";"VREE81403D";"Primaria - Aleardo Aleardi";"Via";"Roma";"46";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832254";"VRIC814009";"VRAA814016";"Infanzia - Sona";"Via";"Roma";"2";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832257";"VRIC83800T";"VRAA83802Q";"Infanzia - Lugagnano";"Via";"Don Giovanni Minzoni";"snc";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832258";"VRIC83800T";"VRIC83800T";"IC - Lugagnano di Sona";"Via";"Giosu� Carducci";"10";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832258";"VRIC83800T";"VRMM83801V";"Sec. I - Anna Frank";"Via";"Giosu� Carducci";"10";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023083";"Sona";"COMUNE";"SI";"0230832259";"VRIC83800T";"VREE83801X";"Primaria - Silvio Pellico";"Via";"GIOSUE` CARDUCCI";"10/B";"PRIMARIA";;;"1";"1";"0";"1";"0";"Comune"
"VR";"Verona";"023084";"Sorga`";"COMUNE";"NO";"0230842243";;;;"Via";"MAZZINI";"19";;;;"1";"0";"1";"0";"0";"Comune"
"VR";"Verona";"023084";"Sorga`";"COMUNE";"NO";"0230842247";;;;"Via";"Vittorio Veneto";"87";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023084";"Sorga`";"COMUNE";"SI";"0230842244";"VRIC857007";"VREE85704C";"Primaria - Guglielmo Marconi";"Piazza";"REPUBBLICA";"8";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023084";"Sorga`";"COMUNE";"SI";"0230842245";"VRIC857007";"VRMM857029";"Sec. I - Sorg�";"Piazza";"GEN. MURARI BR�";"3BIS";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023084";"Sorga`";"COMUNE";"SI";"0230842246";"VRIC857007";"VRMM857029";"Sec. I - Sorg�";"Piazza";"GEN. MURARI BR�";"3BIS";"SECONDARIA PRIMO GRADO";;;"0";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023084";"Sorga`";"COMUNE";"SI";"0230842248";"VRIC857007";"VRAA857025";"Infanzia - Sorg�";"Via";"Molino";"13";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023085";"Terrazzo";"COMUNE";"SI";"0230853154";"VRIC89700N";"VREE89703T";"Primaria - Tito Minniti";"Via";"Brazzetto";"9";"PRIMARIA";;;"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023085";"Terrazzo";"COMUNE";"SI";"0230853154";"VRIC89700N";"VRMM89701P";"Sec. I - Terrazzo";"Via";"Brazzetto";"9";"SECONDARIA PRIMO GRADO";;;"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023086";"Torri del Benaco";"COMUNE";"SI";"0230862765";"VRIC84800C";"VREE84804N";"Primaria - Domizio Calderini";"Viale";"F.lli Lavanda";"22";"PRIMARIA";;;"1";"0";"1";"0";"0";"Comune"
"VR";"Verona";"023087";"Tregnago";"COMUNE";"SI";"0230873140";"VRIC860003";"VRAA86001X";"Infanzia - Tregnago";"Viale";"GIANNINO FERRARI DALLE SPADE";"2";"INFANZIA";"45.5134";"11.1636";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023087";"Tregnago";"COMUNE";"SI";"0230873141";"VRIC860003";"VREE860015";"Primaria - F. G. Battisti";"Via";"Arch. G. C. Pellegrini Cipolla";"8";"PRIMARIA";"45.5083";"11.1654";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023087";"Tregnago";"COMUNE";"SI";"0230873141";"VRIC860003";"VRIC860003";"IC - Tregnago";"Via";"Arch. G. C. Pellegrini Cipolla";"8";"ISTITUTO COMPRENSIVO";"45.5083";"11.1654";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023087";"Tregnago";"COMUNE";"SI";"0230873141";"VRIC860003";"VRMM860014";"Sec. I - Ferrari Dalle Spade";"Via";"Arch. G. C. Pellegrini Cipolla";"8";"SECONDARIA PRIMO GRADO";"45.5083";"11.1654";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023088";"Trevenzuolo";"COMUNE";"SI";"0230881533";"VRIC89600T";"VRAA89602Q";"Infanzia - Roncolev�";"Via";"CESARE BATTISTI";"44";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"VR";"Verona";"023088";"Trevenzuolo";"COMUNE";"SI";"0230881534";"VRIC89600T";"VRMM89602X";"Sec. I - Fagnano di Trevenzuolo";"Via";"Nazario Sauro";"15";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023088";"Trevenzuolo";"COMUNE";"SI";"0230881535";"VRIC89600T";"VREE896021";"Primaria - Trevenzuolo";"Via";"Venezia";"2";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"COMUNE";"NO";"0230892431";;;;"Via";"AGIDE DEL BUE";"1";;;;"1";"0";"0";"0";"1";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"COMUNE";"SI";"0230892290";"VRIC865006";"VREE865018";"Primaria - Carlo Collodi";"Piazza";"Garibaldi";"4";"PRIMARIA";"45.352222";"10.735780";"1";"1";"0";"1";"1";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"COMUNE";"SI";"0230892290";"VRIC865006";"VRIC865006";"IC - Valeggio sul Mincio";"Piazza";"Garibaldi";"4";"ISTITUTO COMPRENSIVO";"45.352222";"10.735780";"1";"1";"0";"1";"1";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"COMUNE";"SI";"0230892291";"VRIC865006";"VRAA865013";"Infanzia - Valeggio sul Mincio";"Via";"DEGLI ALPINI";"1";"INFANZIA";"45.350038";"10.732727";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"COMUNE";"SI";"0230892426";"VRIC865006";"VRAA865057";"Infanzia - C� Prato";"Via";"C� Prato";;"INFANZIA";"45.381158";"10.735189";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"COMUNE";"SI";"0230892429";"VRIC865006";"VRMM865017";"Sec. I - Jacopo Foroni";"Via";"berto barbarani";"1";"SECONDARIA PRIMO GRADO";"45.355875";"10.743633";"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023089";"Valeggio sul Mincio";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0230892430";"VRRH03000E";"VRRH03001G";"IPSAR - Luigi Carnacina";"Via";"Trieste";"1";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"0";"Provincia"
"VR";"Verona";"023090";"Velo Veronese";"COMUNE";"SI";"0230903279";"VRIC845001";"VRAA84503X";"Infanzia - Velo Veronese";"Via";"Roma";"18";"INFANZIA";"45.606844";"11.0967";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023090";"Velo Veronese";"COMUNE";"SI";"0230903279";"VRIC845001";"VREE845057";"Primaria - Velo Veronese";"Via";"Roma";"18";"PRIMARIA";"45.606844";"11.0967";"1";"0";"1";"1";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"NO";"0230911964";;;;"Via";"G. CARLO CAMOZZINI";"5";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"NO";"0230911974";;;;"Via";"DELL`ARTIGLIERE";"14";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"NO";"0230913591";;;;"Via";"BELLUZZO";"4";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"NO";"0230913592";;;;"Via";"BELLUZZO";"4";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"NO";"0230913602";;;;"Via";"SALIERI A.";"59";;;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"SI";"0230911948";"VRIC87600L";"VREE87602Q";"Primaria - Antonio Pisano";"Via";"LUNGOLORI`";"1";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"SI";"0230911949";"VRIC87700C";"VRAA87702A";"Infanzia - Contrada Polese";"Salita";"SANTA LUCIA";"19";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"SI";"0230911950";"VRIC87700C";"VREE87702G";"Primaria - Pietro Frattini";"Via";"MONZAMBANO";"11";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"SI";"0230911951";"VRIC87600L";"VRAA87601D";"Infanzia - Arcobaleno";"Via";"ELEONORA DUSE";"15";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"SI";"0230911952";"VRIC87700C";"VREE87703L";"Primaria - Emilio Salgari";"Via";"MANTOVANA";"144";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VR";"Verona";"023091";"Verona";"COMUNE";"SI";"0230911953";"VRIC87700C";"VREE87703L";"Primaria - Emilio Salgari";"Via";"MANTOVANA";"144";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
